"userid","imode","sample_group","intstart","intend","totaltime","finished","indate","spr","birthyear","age","agecat","sex","f10000","f10100","f13400a","f13400b","f13400c","f13400d","f13400e","f13400f","f12700c","f12700rec","f12720rec","f12720main6","f12730c","f12730rec","f12740rec","f12740main6","Q03","Q04a","Q04b","Q04c","Q04d","Q04e","Q04f","Q04g","Q05b","Q05a","Q05c","Q05d","Q05e","Q06a","Q06b","Q06c","Q06d","Q07","Q09","f14610","f15656","f11100","exp_GE","Q_E1","Q_E2","Q_E3","Q_E4","f11100rec","f11700","f11301","f11302","f11303","f11304","f11305","f11306","f11307","f11308","f11309","f11310","f11311","f11312","f11400rec","f11400main6","Q1","Q2","f11600","f11605","Q3","Q9a_web","Q9a_paper","Q9b_web","Q9b_paper","Q9c_web","Q9c_paper","Q9d_web","Q9d_paper","Q4a_web","Q4a_paper","Q4b_web","Q4b_paper","Q4c_web","Q4c_paper","Q4d_web","Q4d_paper","Q4e_web","Q4e_paper","Q4f_web","Q4f_paper","Q4g_web","Q4g_paper","Q4h_web","Q4h_paper","Q4i_web","Q4i_paper","Q5","Q6","Q7","Q8","f11800rec","f11800main6","f11800ZH","f11800TI","f11800GE","f11900","f12010","f12021","f12022","f12023","f12030a","f12030b","f12030c","f12030d","f12030e","f12030f","f12030g","f12030h","f12030i","f12030j","f12030k","f12030l","f12030m","f12030o","f12025","f12301","f12301p","f12301pmain6","f12302","f12302p","f12302pmain6","f10200","f10200rec","f10250","f10300rec","f10300main6","Q14a","Q14b","f14400a","f14400b","f14400c","f14400d","f14400e","f14400f","f14400g","f14400h","f14400i","Q16a","Q16b","Q16c","Q16d","Q16e","f15130a","f15130b","f15130c","f15130d","f15130e","f15130f","f15130g","f15130h","f15130i","f15200","f13700","f14000","f14050","f14010rec","f14010main6","f14070","f13306","f13660a","f13660b","f13660c","f13660d","f13660e","f13660f","f13660g","f13660i","f13660j","f13660k","f13660l","f13660m","f13660n","f12500","f14079a","f14079b","f14079c","f14079d","f14079e","f14079f","f14079g","f14079h","f14081rec","f14081main6","f20211","f20212","f20213","f21000a","f21000b","f21000c","f21000d","f21000e","f21000f","f21000g","f21000h","f21010a","f21010b","f21010c","f21010d","f21010e","f21010f","f21010g","f12026","f21020","f21030","f13322","f12900rec","f12900main6","f12905rec","f12905main6","f15420","f15430","f15435","f15440","f15470","f15480","f15485","f15810","f15811","f15812","f15813","Q08","f15900","f15900rec","f16300","f16300rec","f16312","f16312rec","f16313","f16313rec","f20300","E11","f20500","f20700","f20710","f20221","f20210rec1","f20210rec2","f20210rec3","f20760","f20900","f21310","E6b_lev","f21400","f26100","f21500_f24900","f21500","f24900","f21550_f24950","f21550","f24950","ISCO08prof_r","ISCO08prof_r_pre","ISCO08prof_r_pst","f21700_f25100","f21700","f25100","f21750_f25150","f21750","f25150","f21800","class16_r","class8_r","class5_r","f21910","E6b_lev_partner","f22000_f22400","f22100_f22500","f22150_f22550","ISCO08prof_p","ISCO08prof_p_pre","ISCO08prof_p_pst","f22300_f22700","f22350_f22750","class16_p","class8_p","class5_p","f22910","E6b_lev_main_earner","f23000_f23400","f23100_f23500","f23150_f23550","ISCO08prof_me","ISCO08prof_me_pre","ISCO08prof_me_pst","f23300_f23700","f23350_f23750","class16_h","class8_h","class5_h","class16","class8","class5","f28910","f29100","f21200","canton_sample","bigregion_sample","lingreg_sample","birthcountry_sample","hhsize_sample","taxableincome","smt9","msize","foreigners","msvp","msp","mfdp","mgps","mcvp","mglp","mbdp","weight_d","weight_d_t","weight_d_p","weight_tot","weight_t_zh","weight_p_zh","weight_tot_zh","weight_t_ti","weight_p_ti","weight_tot_ti","weight_t_ge","weight_p_ge","weight_tot_ge"
3031,1,1,10/29/2019 19:41:24,10/29/2019 20:28:58,47.55,1,,2,1959,60,5,1,25,3,2,4,3,4,4,2,17,4,,,2,16,,,3,,2,3,,,2,,,,,,,,,,,3,2,3,3,,2,,4,,,1,1,,,,,,,,,,,,,,,3,2,,2,1,1,,2,,3,,4,,1,,1,,1,,2,,1,,3,,1,,4,,3,,1,4,3,1,60,4,,,5,2,1,,,,,,,,,,,,,,,,,,,159,60,4,169,50,6,2,1,25,,,,,8,8,0,0,10,10,0,,0,,,,,,8,,0,10,5,5,,,10,8,2,2,2,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,8,2,8,2,10,8,5,,2,1,3,,,,,3,4,3,2,1,2,3,1,3,5,2,2,3,1,1,1,,0,4,1,1978,4,1,,,2,8100,,,1,3,3,,1,,3,3,,,,,3300,3300,,2,2,,11,11,,,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,7,1,1,"GE",1,"fr",,,69958.671,11,3,43.836864,17.430025,16.988334,12.45379,21.558884,7.7656152,3.6559604,0.53291084,0.142744365078352,0.0890674970344977,0.124132929523973,0.0774546114390662,1,1,1,1,1,1,0.582254109,0.99789041,0.581025791554195
3032,1,0,10/21/2019 16:20:33,10/21/2019 16:44:15,23.6833333333333,1,,1,1956,63,5,1,1,2,1,4,2,2,2,4,8,5,40,1,1,16,40,1,1,2,1,4,1,1,1,2,1,1,3,2,2,2,2,1,2,2,2,2,4,4,,,,,,1,1,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,40,1,5,5,0,0,0,10,0,0,0,,,8,7,6,5,8,7,5,0,10,1,1,5,,,8,2,1,,40,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,4,7,7,5,5,5,5,2,2,1,3,20,3,10,2,3,5,5,4,4,5,1,4,3,2,5,5,5,0,1,1,4,0,4,1,1956,1,2,,,1,8100,,,2,6,5,,10,1,1,,1,,,,3310,,3310,1,,1,8,,8,1,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,15,1,1,"ZH",4,"de",8100,2,83974.332,11,1,32.45371,13.671502,25.629304,11.824194,20.389503,3.5024246,15.659914,0.91373462,1.11877245644945,0.698074928508691,1.41879150350834,0.885276332708029,0.581216356,1.403554054,0.815768572714907,1,1,1,1,1,1
3033,1,0,10/24/2019 19:12:50,10/24/2019 19:54:41,41.85,1,,2,1968,51,4,1,22,3,4,3,4,4,4,4,6,8,40,1,5,8,40,1,4,2,1,2,2,4,2,1,4,1,2,2,1,2,1,1,1,1,3,4,4,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,,,,1,1,,,,,,,,,,,,,,,,,,,122,40,1,128,40,1,1,1,22,40,1,4,4,0,5,0,10,0,0,0,,,,,,,,0,0,0,9,0,0,0,,,9,2,2,1,40,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,,,2,8100,8227,1,2,2,4,4,4,,3,0,2,2,2,2,2,2,,1,2,2,,,,,4,5,2,5,1,1,4,4,5,3,4,2,,0,,0,,0,1,0,1999,3,1,,,2,8349,,,6,7,9,,1,,2,2,,,,,3100,3100,,1,1,,1,1,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,6,1,1,"VD",1,"fr",8349,1,62226.96,13,3,37.460623,16.254477,24.956645,17.245052,25.079171,1.2186616,5.4901037,0.47785108,2.61214952013098,1.62989004511825,3.31264460765948,2.06697450794015,1,1,1,1,1,1,1,1,1
3034,1,1,12/4/2019 09:34:50,12/4/2019 10:20:03,45.2,1,,2,1948,71,6,2,25,2,2,4,4,4,3,3,18,12,30,5,8,5,30,5,2,,4,3,,,2,,,,,,,,,,,3,2,2,3,,1,4,,,,1,1,,,,,,,,,,,,,,,3,2,,2,1,1,,3,,1,,4,,1,,3,,1,,3,,1,,4,,1,,4,,1,,1,3,2,1,30,5,,,6,1,1,,,,,,,,,,,,,,,,,,,171,30,5,,,,1,1,25,30,5,,,0,0,10,0,8,4,1,,0,,,,,,9,9,1,,4,3,9,,,2,1,2,1,30,5,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,,,2,8240,8240,2,3,3,3,2,2,2,,5,6,7,7,7,3,3,,2,,3,,,,,4,2,2,1,2,2,1,1,3,3,4,2,3,1,,0,3,0,4,1,1992,1,2,,,5,8240,,,3,5,13,2,7,6,,,,,,,,,,,,,,,,2,,,,13,2,1,1,,2410,,2410,4,13,9,5,1,,,,,,,,,,,,,,9,5,1,7,1,1,"GE",1,"fr",,,86601.858,11,1,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1,1,1,1,1,1,0.582254109,0.92664953,0.539545496445419
3035,2,0,,,,,211119,1,1954,65,6,2,1,4,2,4,3,4,4,3,,,,,,,,,3,1,2,3,2,1,3,3,3,1,3,3,1,3,1,2,2,1,3,4,3,1,,,,,,0,,2,2,2,1,2,2,2,2,2,2,2,2,402,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,2,3,1,1,1,1,1,1,1,1,1,2,5,9,5,5,,,,,,,,,,,3,2,2,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,2,2,,,,,,,10,5,4,5,10,7,5,,,2,4,,,,,4,5,4,4,4,2,4,2,3,4,5,2,5,0,,0,,0,4,1,1991,4,1,,,1,8100,,,1,6,5,,7,1,3,,3,,,,5100,,5100,1,,1,9,,9,,15,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,4,1,3,1,"ZH",4,"de",8100,1,78188.743,11,5,33.515152,33.214186,17.87847,15.055328,9.466835,5.6869502,11.767728,1.7508187,1.11877245644945,2.21779516678658,1.11877245644945,2.21779516678658,2.360181589,1,2.360181589,1,1,1,1,1,1
3036,1,0,10/21/2019 19:51:49,10/21/2019 20:14:22,22.5333333333333,1,,3,1975,44,3,2,21,2,2,2,4,4,2,4,69,9,10,2,6,8,20,3,2,5,4,1,5,1,4,4,3,1,4,3,4,2,3,1,1,3,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,4,,1,2,2,1,1,1,,0,0,0,0,,0,,,,0,0,0,2,114,20,3,993,993,9,1,1,21,20,3,5,4,7,9,2,1,4,2,2,3,,6,7,4,3,,5,6,2,,2,5,7,10,,6,2,1,,20,3,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,7,0,4,7,0,7,5,1,2,1,1,20,3,20,3,3,5,3,2,4,3,4,2,4,2,4,2,3,1,3,0,5,0,4,1,1975,1,4,,2,3,8100,,,2,3,7,,2,,3,3,,,,,1112,1112,,2,2,,6,6,,2,9,5,1,7,,1,,,3321,3321,,,8,10,5,2,,,,,,,,,,,,,,9,5,1,9,1,2,"TI",7,"it",8100,4,69854.467,21,5,10.496496,9.6787501,17.980715,15.366369,15.386995,17.171144,0.81988346,,0.340904815527355,0.212712695379339,0.431243789493073,0.269081059141892,1,1,1,0.738516082,1.32411594,0.977880916122547,1,1,1
3037,1,0,10/21/2019 15:17:20,10/21/2019 15:40:09,22.7833333333333,1,,1,1962,57,5,1,20,3,3,3,3,3,2,4,8,5,30,5,33,4,50,6,2,3,2,4,1,2,1,4,2,1,1,5,4,4,4,4,2,2,2,2,2,4,,,,,,1,5,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,1,1,,,,,,,,,,,,,,,,,,,108,30,5,105,50,6,1,1,20,30,5,3,3,3,3,10,0,7,7,0,,,5,7,10,3,5,3,3,0,10,2,2,10,,,2,2,2,1,30,5,2,4,1,1,0,0,0,1,0,1,0,0,1,0,1,10,0,0,1,0,0,0,0,0,,,1,,,1,1,1,4,4,4,,,5,0,7,0,0,0,9,1,2,2,4,,,,,4,2,4,2,2,1,2,2,2,1,1,2,3,1,4,0,,0,2,0,2013,4,,,,,8100,,,7,,5,,8,1,3,,3,,,,8331,,8331,2,,2,10,,10,,15,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,4,5,1,1,"TG",5,"de",8100,1,70146.976,13,3,55.049082,22.915469,22.810044,13.935212,14.462335,12.933678,8.08894,1.3896876,2.59311807308938,1.61801508702789,2.46047464847538,1.53525022396679,1,1,1,1,1,1,1,1,1
3038,1,1,10/23/2019 10:24:01,10/23/2019 10:58:40,34.6333333333333,1,,2,1957,62,5,1,25,2,,,,,,2,19,13,30,5,70,14,30,5,2,,1,2,,,1,,,,,,,,,,,2,2,2,2,,1,4,,,,1,1,,,,,,,,,,,,,,,2,,,,2,1,,3,,2,,1,,2,,2,,1,,,,1,,2,,3,,2,,1,,1,4,3,2,30,5,,,6,2,2,1,1,1,0,0,,0,1,0,0,,0,,0,0,0,0,,171,30,5,993,993,9,2,1,25,30,5,,,,,10,,9,,,,,,,,,,,,10,,10,,,,,10,1,2,1,30,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,,,2,8323,8323,,,,,,2,,,9,7,9,9,10,9,9,,,1,2,,,,,4,5,1,1,1,2,4,1,4,4,4,2,4,0,3,0,,0,4,1,,1,5,,1,2,8323,,,2,2,3,,1,,3,3,,,,,5419,5419,,2,2,,11,11,,1,15,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,4,6,2,1,"GE",1,"fr",,,81337.838,23,7,28.379828,15.954857,11.927418,19.296304,20.712547,8.7630007,4.9568489,0.06638637,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1,1,1,1,1,1,0.582254109,0.92664953,0.539545496445419
3039,2,0,,,,,41219,3,1962,57,5,2,21,2,2,3,4,3,3,2,13,13,30,5,2,16,30,5,2,4,3,2,4,4,3,3,3,2,3,5,5,4,4,1,3,2,2,4,4,4,,,,,,1,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,5,,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,110,30,5,113,50,6,2,1,21,,,4,4,2,2,8,0,8,1,0,0,0,4,6,3,,,6,3,10,4,5,7,7,,,4,3,2,1,,,,3,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,,,2,8207,8100,2,2,2,3,4,2,2,2,6,4,6,5,4,6,4,,,2,3,20,3,20,3,4,4,3,4,2,2,3,2,5,2,5,2,3,1,1,1,,0,4,1,1988,3,2,2,0,3,8100,,,1,3,13,2,1,,2,2,,,,,2300,2300,,2,2,,6,6,,,13,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1,6,2,2,"TI",7,"it",8100,2,57637.951,12,7,36.760482,11.903376,11.2922,21.885914,7.7706636,17.840512,1.9790454,,0.340904815527355,0.212712695379339,0.323466819676637,0.201831995164876,1,1,1,0.738516082,0.87385185,0.645353644510452,1,1,1
3040,1,1,11/1/2019 14:39:06,11/1/2019 15:19:40,40.55,1,,2,1961,58,5,2,25,2,2,,2,,,,33,4,50,6,45,2,10,2,4,,3,5,,,5,,,,,,,,,,,3,2,4,4,,3,,,4,,1,5,,,,,,,,,,,,,,,2,2,,2,2,2,,3,,4,,4,,1,,2,,4,,2,,1,,2,,3,,3,,,,1,3,3,2,50,6,,,7,1,1,,,,,,,,,,,,,,,,,,,169,50,6,171,30,5,2,1,25,,,,,7,2,7,2,7,,,,3,,,,,,8,8,0,10,0,7,7,,,4,2,2,1,50,6,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,1,1,0,0,0,,,1,,,1,2,1,,,,,,0,0,0,0,0,0,0,2,2,2,4,,,,,4,4,2,4,1,2,4,1,5,3,5,1,3,1,1,1,,0,4,1,1961,4,1,,,2,8100,,,1,4,5,,2,,2,2,,,,,3341,3341,,2,2,,3,3,,,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,4,6,1,2,"GE",1,"fr",,,79206.353,11,5,36.736334,12.165775,13.775195,15.85253,26.588852,9.4302756,4.9876594,0.32394077,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1,1,1,1,1,1,0.582254109,0.81939259,0.477094702411652
3041,1,0,11/16/2019 16:35:42,11/16/2019 16:57:38,21.9166666666667,1,,1,1994,25,2,1,3,1,1,1,4,1,1,3,17,4,50,6,2,16,60,4,2,3,4,3,4,3,4,4,4,2,2,4,3,2,2,1,3,3,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,2,2,1,2,2,,,,,,,,,,,,,,,1,28,10,2,24,50,6,1,1,3,60,4,3,3,8,8,8,1,9,9,1,,,4,7,9,3,8,7,6,1,10,2,3,10,,,4,2,2,1,60,4,3,1,1,0,0,0,0,0,1,1,1,1,1,0,1,9,0,0,0,0,0,0,0,1,,,1,,,1,1,3,4,4,3,,,9,3,7,2,3,6,1,,2,1,2,10,2,20,3,4,4,3,4,2,1,2,1,2,1,3,2,3,1,1,1,2,0,2,0,1994,4,4,2,0,1,8100,,,2,5,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,1,,3334,3334,,1,5,10,5,2,10,5,2,15,1,2,"LU",6,"de",8100,5,58892.673,12,3,34.938084,30.457473,18.376638,14.936339,12.367681,16.355763,6.0200607,,2.28985004689936,1.42878643335381,1.99129257632133,1.24249700181836,1,1,1,1,1,1,1,1,1
3042,1,0,11/1/2019 17:19:46,11/1/2019 17:57:44,37.95,1,,1,1956,63,5,2,1,2,2,2,4,4,4,2,17,4,60,4,49,10,40,1,1,4,4,3,4,4,4,4,3,1,2,4,2,3,3,1,2,3,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,4,,,1,2,1,1,2,,,,,,,,,,,,,,,,6,60,4,4,40,1,1,1,1,60,4,4,4,3,0,2,5,5,10,0,,,8,7,6,6,8,8,7,0,10,1,5,8,,,6,2,1,,60,4,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,1,0,0,0,,,2,8212,8100,1,1,1,4,4,4,4,,4,9,1,6,2,8,5,,2,2,2,40,1,40,1,3,4,4,4,2,2,2,1,5,3,4,4,3,1,3,0,3,0,4,1,1959,1,2,,,1,8100,,,2,6,9,,3,,2,2,,,,,1211,1211,,1,1,,14,14,,2,9,5,1,13,3,1,4,2,2150,2150,,,4,2,1,1,,,,,,,,,,,,,,9,5,1,9,1,2,"ZH",4,"de",8406,2,71150.833,11,4,32.872605,38.937084,16.842294,11.470535,8.8238658,4.8105671,9.6685128,2.0675064,1.11877245644945,0.698074928508691,0.972903570754423,0.607057839764516,0.581216356,0.789275362,0.458739749782221,1,1,1,1,1,1
3043,2,0,,,,,201119,3,1999,20,1,2,21,2,2,2,1,1,2,2,59,10,20,3,62,8,130,7,2,2,1,2,2,2,2,1,2,1,4,2,2,1,1,1,1,2,2,3,3,1,,,,,,0,,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5,3,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,2,2,2,,,,4,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,1,,,2,8248,8248,1,4,4,4,4,4,4,4,10,10,10,10,10,10,10,,,,2,,,350,7,3,3,3,5,2,4,2,1,2,2,3,2,5,0,,0,,0,,0,1999,4,3,2,0,3,8248,,,6,4,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,4,,,,,,,,,,,,,1,1,1,"TI",7,"it",8100,4,87092.218,12,2,38.657909,13.14797,13.916962,20.339924,11.138957,13.984718,1.0122614,,0.340904815527355,0.675791621300965,0.340904815527355,0.675791621300965,1,1,1,1.535272962,1,1.535272962,1,1,1
3044,1,0,11/17/2019 13:05:55,11/17/2019 13:50:01,44.0833333333333,1,,1,1951,68,6,2,1,1,3,3,3,4,3,1,2,16,40,1,84,9,40,1,2,4,2,4,2,1,1,2,1,1,2,4,2,3,3,1,1,3,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,7,7,,,1,1,,,,,,,,,,,,,,,,,,,7,10,2,,,,1,1,1,40,1,5,5,9,8,0,9,0,1,9,,,10,9,7,6,8,8,7,0,9,1,2,7,,,8,2,1,,40,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,1,,,2,8229,8229,1,1,1,,,,1,,5,5,9,5,1,10,5,1,2,2,2,,,,,2,5,4,4,4,2,4,4,4,4,2,4,3,1,1,1,3,0,4,1,1972,1,2,,,1,8229,,,2,6,9,,3,,2,2,,,,,2352,2352,,2,2,,6,6,,3,13,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1,12,2,2,"ZH",4,"de",8229,2,81083.675,11,4,24.671916,42.436209,10.560207,11.058979,7.460941,5.7238385,12.510577,5.4926835,1.11877245644945,0.698074928508691,1.0469336369781,0.653250014847729,0.581216356,1.270733333,0.738570997253994,1,1,1,1,1,1
3045,1,0,11/1/2019 07:33:27,11/1/2019 07:57:34,24.1,1,,1,1988,31,2,1,6,2,3,2,3,4,2,2,61,4,10,2,65,15,20,3,2,2,3,2,3,2,2,3,4,1,1,3,4,2,2,1,2,3,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,20,3,3,4,10,10,0,0,5,5,8,,,8,10,8,7,,8,6,0,10,1,4,5,,,7,1,2,1,10,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,1,0,0,0,0,0,0,,,1,,,1,1,1,4,4,3,,,8,3,6,9,4,8,1,1,2,2,3,20,3,20,3,2,5,3,1,3,4,4,4,2,2,3,2,3,1,1,1,,0,4,1,1999,4,1,,,1,8100,,,2,6,11,1,1,,2,2,,,,,6113,6113,,1,1,,5,5,,,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,9,1,1,"OW",6,"de",8100,1,67830.894,32,5,15.105289,35.886525,2.7895981,17.021277,,35.035461,,,0.575619863129791,0.359166685313071,0.578149667529897,0.360745194880021,1,1,1,1,1,1,1,1,1
3046,1,0,10/22/2019 11:47:35,10/22/2019 12:49:55,62.3166666666667,1,,1,1940,79,7,2,1,2,,1,,,,2,33,4,50,6,68,15,30,5,3,2,1,3,3,4,4,2,3,4,3,5,3,3,3,2,2,3,2,3,3,4,,,,,,1,1,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,6,,,3,2,1,1,1,0,0,1,0,,1,0,,,,0,0,0,0,3,3,30,5,6,60,4,1,1,1,50,6,5,5,3,3,10,0,10,7,0,,,5,5,9,0,9,7,5,0,10,2,4,9,,,2,,2,1,50,6,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,9,0,0,0,0,0,0,0,1,,,1,,,1,1,2,4,4,4,,,10,7,9,9,4,4,4,2,2,2,4,20,3,,,4,4,4,2,1,2,2,1,4,2,4,2,3,1,1,1,,0,4,1,2004,2,1,,,1,8100,,,2,4,5,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,"ZH",4,"de",8100,1,71045.73,12,1,24.290351,17.792618,22.627577,10.591186,17.783986,4.1818925,14.264141,1.5514907,1.11877245644945,0.698074928508691,0.807009593382724,0.503545793390675,0.581216356,0.707729032,0.411343689014447,1,1,1,1,1,1
3047,1,1,10/23/2019 18:14:18,10/23/2019 19:07:38,53.3166666666667,1,,2,1962,57,5,2,25,3,3,3,2,4,4,4,47,16,,,3,10,,,3,,2,2,,,1,,,,,,,,,,,2,3,3,4,,4,,,,4,1,1,,,,,,,,,,,,,,,2,2,,2,2,1,,3,,4,,4,,3,,2,,3,,2,,3,,2,,2,,4,,3,,3,2,2,2,50,6,,,7,2,1,,,,,,,,,,,,,,,,,,,169,50,6,993,993,9,2,1,25,50,6,,,0,0,0,0,10,0,0,,0,,,,,,10,5,10,10,1,1,5,,3,0,3,2,1,50,6,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0,10,0,0,0,0,0,0,0,1,,,1,,,2,,,,,,,,5,0,0,0,0,0,10,2,,,3,10,2,,,4,4,3,4,1,2,4,2,5,2,5,2,5,0,,0,,0,4,1,1979,3,5,2,3,2,8100,,,1,7,5,,1,,3,3,,,,,7549,7549,,1,1,,2,2,,,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,4,2,1,"GE",1,"fr",,,82240.128,11,3,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1,1,1,1,1,1,0.582254109,0.81939259,0.477094702411652
3049,2,0,,,,,191119,3,1938,81,7,1,21,2,1,1,4,4,4,2,1,16,10,2,3,10,80,7,1,3,2,4,3,2,1,2,4,1,5,1,1,1,2,1,1,2,2,2,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,,1,,1,1,,,,,,,,,,,,,,,,,,,110,30,5,112,80,7,1,1,21,80,7,5,5,6,0,0,9,0,0,1,10,0,10,,1,1,,5,0,0,10,0,0,,10,0,10,2,1,,80,7,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,10,0,0,0,0,0,0,1,0,80,7,1,,,1,2,1,4,4,4,1,1,9,10,10,9,10,10,10,,,,4,,,,,1,5,3,5,5,3,5,3,5,5,5,5,4,0,1,1,,0,,0,1938,2,4,2,0,3,8100,,,2,7,2,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2,"TI",7,"it",8100,1,69617.415,12,6,20.89146,11.96074,14.117781,25.199726,12.04063,10.465647,0.66194933,,0.340904815527355,0.212712695379339,0.319014573808941,0.199053949282643,1,1,1,0.738516082,1.6315,1.204888987783,1,1,1
