userid;langint;imode;indate_paper;language_paper;intstart;intend;Finished;Completion_Rate;totaltime;UserLanguage;sex;birthyear;age;agecat;f10000;f10100;f12700c;f12700rec;f12720rec;f12720main6;f12730c;f12730rec;f12740rec;f12740main6;Q03;Q04a;Q04b;Q04c;Q04d;Q05a;Q05b;Q05c;Q06;f12800a;f12800b;f12800c;f12800g;f12800j;f12800l;f12800m;Q08a;Q08b;f14610;f14620;f15656;f13306;f13660a;f13660b;f13660c;f13660d;f13660e;f13660f;f13660g;f13660i;f13660j;f13660k;f13660l;f13660m;f13660n;Q02a;Q02b;Q02c;Q02d;Q02e;Q02f;Q02g;f11100;f11100rec;f11700;f11301;f11302;f11303;f11304;f11305;f11306;f11307;f11308;f11309;f11310;f11311;f11312;f11400rec;f11400main6;f11600;f11605;f11800rec;f11800main6;f11800ZH;f11800TI;f11800GE;f11805;f11810rec;f11810rec_other;f11900;f12010;f12020a;f12020b;f12020c;f12025;f12030a;f12030b;f12030c;f12030d;f12030e;f12030f;f12030h;f12030i;f12030j;f12030k;f12030l;f12030m;f12030n;f12030o;f12301;f12301p;f12301pmain6;f12302;f12302p;f12302pmain6;f13741;f13742;Q12;Q13;f10200;f10200rec;f10250;f10300rec;f10300main7_combined;Q15;f15130a;f15130c;f15130d;f15130e;f15130f;f15130h;f15130i;f15130j;f15200;f13700;f14000;f14050;f14010rec;f14010main6;f14070;Q24;Q25a;Q25b;Q26b;Q27a;Q27b;Q27c;f12500;n13_030a1;n13_030a2;n13_030a3;n13_030a4;n13_030b1;n13_030b2;n13_030b3;n13_030b4;n13_030c1;n13_030c2;n13_030c3;n13_030c4;n13_030d1;n13_030d2;n13_030d3;n13_030d4;n13_030e1;n13_030e2;n13_030e3;n13_030e4;n13_030f1;n13_030f2;n13_030f3;n13_030f4;n13_030g1;n13_030g2;n13_030g3;n13_030g4;f14081rec;f14081main6;f14400a;f14400c;f14400d;f14400e;f14400f;f14400h;f14400i;f14400j;f12026;f13322;f12900rec;f12900main7_combined;f12905rec;f12905main7_combined;f15420;f15430;f15435;f15440;f15470;f15480;f15485;f15811;f15815;f15816;f15817;f15900;f15900rec;f16300;f16300rec;f16312;f16312rec;f16313;f16313rec;f16314;f16314rec;f20300;E11;f20500;f20700;f20710;f20221;f20221_det;f20210rec1;f20210rec2;f20210rec3;f20212;f20213;f20760;f20900;f21310;E6b_lev;f21400;f26100;f21500_f24900;f21500;f24900;f21550_f24950;f21550;f24950;ISCO08prof_r_2dig;ISCO08prof_r_pre_2dig;ISCO08prof_r_pst_2dig;f21700_f25100;f21700;f25100;f21750_f25150;f21750;f25150;f21800;f21910;E6b_lev_partner;f22000_f22400;f22100_f22500;f22150_f22550;ISCO08prof_p_2dig;ISCO08prof_p_pre_2dig;ISCO08prof_p_pst_2dig;f22300_f22700;f22350_f22750;f22910;E6b_lev_main_earner;f23000_f23400;f23100_f23500;f23150_f23550;ISCO08prof_me_2dig;ISCO08prof_me_pre_2dig;ISCO08prof_me_pst_2dig;f23300_f23700;f23350_f23750;f28910;f29100;f21200;class16_r;class8_r;class5_r;class16_p;class8_p;class5_p;class16_h;class8_h;class5_h;class16;class8;class5;birthcountry_sample;hhsize_sample;lingreg_sample;canton_sample;bigregion_sample;smt3;smt9;msize;weight_d;weight_d_t;weight_d_p;weight_tot;weight_t_zh;weight_p_zh;weight_tot_zh;weight_t_ti;weight_p_ti;weight_tot_ti;weight_t_ge;weight_p_ge;weight_tot_ge
3284;2;1; ; ;10/23/2023 15:23:00;10/23/2023 16:39:39;1;2;76,6333333333333;FR;2;1959;64;5;22;4;22;12;30;30;22;12;130;350;4;5;5;2;5;5;5;5;10;3;3;3;4;2;2;1;3;3;2;4;3;3;1;1;0;1;1;1;0;0;0;1;1;0;0;6;6;3;0;6;0; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;30;30; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;134;30;30;130;130;350;3; ;4;1;1;2; ; ; ;3;7;0;10;2;2; ; ;7;0;3;1; ;30;30;2;3;5;5;4;2;3;3;8;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0; ; ;0;10;0;10;7; ; ;0;2;4;501;-99;501;-99;5;4;2;1;4;1;5;1;4;4;2;4;0;4;0;5;0;3;0;1;1;1991;4;3;1;0;2;48;8438; ; ;8438;8438;2;2;12;1;1; ;2;2; ; ; ; ;34;34; ;2;2; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;1;14;7;2; ; ; ; ; ; ;14;7;2;8438;3;fr;VD;1;1;12;3;1,9620866084225;1,37050134801033;1,70032486214246;1,18766292253289;1;1;1;1;1;1;1;1;1
3285;1;1; ; ;10/23/2023 14:40:48;10/23/2023 15:20:19;1;2;39,5;DE;2;1962;61;5;17;2;110;9;40;40;19;13;40;40;1;1;5;3;3;4;5;5;98;1;2;1;2;1;2;2;1;1;1;1;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;1; ;2;0; ;2;2;2;2;2;2;2;2;1;2;2;2;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;98;3;5;1;17;40;40;3;98;98;5;98;98; ; ;98;98;1;0;0; ; ; ;2;3;3;1;1;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0;0; ; ;0;98;1;998;998;998;998;3;5;3;5;5;5;5;1;4;1;3;98;0;98;0;98;0;98;0;98;0;2000;1;3; ;0;1;33;8100; ; ;8100;8100;2;2;5; ;1; ;3;3; ; ; ; ;33;33; ;1;1; ;5;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;3;2;10;5;2; ; ; ; ; ; ;10;5;2;8100;3;de;SG;5;1;12;4;1,81208035485414;2,91124373180441;1,81208035485414;2,91124373180441;1;1;1;1;1;1;1;1;1
3286;1;1; ; ;10/24/2023 11:46:03;10/24/2023 12:18:32;1;2;32,4666666666667;DE;1;1964;59;5;20;3;94;5;40;40;13;13;30;30;4;3;5;4;5;5;5;5;8;3;3;3;4;3;3;2;3;3;2;1;2;2;0;1;1;0;1;1;0;1;1;1;1;0;1;2;2;4;2;1;1; ;1;0; ;2;2;2;2;2;2;1;2;2;2;2;2;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;3;0; ; ; ;3;5;9;9;5;6; ; ;6;7;3;1; ;30;30;1;2;5;4;4;4;4;4;7;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0; ; ;5;8;7;6;6; ; ;4;2;2;998;998;998;998;4;5;3;5;5;4;5;2;4;3;1;98;0;4;0;98;0;5;0;98;0;1999;1;2; ; ;1;33;8248; ; ;8248;8248;6;5;5; ;9;1;1; ;1; ; ; ;-99; ;-99;1; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;1; ; ; ; ; ; ; ; ; ; ; ; ;8248;2;de;TG;5;1;13;3;1,61531901208997;2,59513179766796;1,61531901208997;2,59513179766796;1;1;1;1;1;1;1;1;1
3287;3;1; ; ;11/7/2023 20:16:20;11/7/2023 20:49:25;1;2;33,0666666666667;IT;1;1966;57;5;21;2;47;16;30;30;13;13;30;30;4;5;5;1;1;1;-99;-99;9;3;3;3;3;4;3;1;3;3;3;3;2;3;0;0;0;0;0;0;1;-99;0;1;0;0;0;1;0;0;0;1;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;30;30; ;30; ;Perché à sociale; ;                                 -999,00;3;2;2;2;1;3;0;0; ;0;1;0;0; ;0;0;0;0;0;0;121;50;50;125;30;30;3; ;4;1;5;1;21;30;30;5;3;9;0;9;4;0; ;4;8;3;1; ;30;30;2;2;5;5;3;2;3;3;10;0;0;0;1;0;0;0;0;0;0;0;0;-99;-99;-99;-99;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;10;0;10;5;0; ;0;98;1;501;-99;501;-99;5;5;3;2;2;2;4;1;4;3;3;4;0;1;1;98;0;4;1;1;1;1972;1;2; ; ;3;73;8218; ; ;8218;8218;2;3;5; ;1; ;1;1; ; ; ; ;31;31; ;1;1; ;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;2;6;3;2; ; ; ; ; ; ;6;3;2;8100;2;it;TI;7;1;12;4;,303860286532778;,212243909372987;,263322321039032;,183928474103061;1;1;1;,749547555;,810416667;,607445831281099;1;1;1
3288;1;1; ; ;10/23/2023 20:01:59;10/23/2023 20:36:46;1;2;34,7666666666667;DE;2;1985;38;3;5;3;5;8;30;30;85;2;10;10;4;2;4;4;3;2;2;4;8;2;2;2;2;3;2;1;3;3;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;10;10; ; ; ; ;8; ;3;2;1;1;1;3; ;1;0;0;0;0; ; ;0;0;0;0;0;0;41;10;10;43;21;21;3; ;2;2;3;0; ; ; ;2;5;2;10;7;3; ; ;5;4;3;0;0; ; ; ;2;5;5;3;2;3;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ; ;8;8;0;8;8; ; ;8;98;2;998;998;998;998;3;4;4;2;4;2;2;3;3;3;4;3;1;1;1;4;0;4;1;1;1;1985;1;4; ;2;1;33;8100; ; ;8100;8100;2;2;5; ;2; ;3;3; ; ; ; ;41;41; ;1;1; ;5;5; ;2;10; ;1;3; ;43;43; ;1;5; ; ; ; ; ; ; ; ; ; ;9;2;1;11;6;4;11;6;4; ; ; ;11;6;4;8100;4;de;SZ;6;2;22;6;,933097102288887;,651760646559636;,900050396219004;,628677794344213;1;1;1;1;1;1;1;1;1
3289;1;1; ; ;11/4/2023 8:41:39;11/4/2023 9:09:23;1;2;27,7166666666667;DE;2;1987;36;3;18;3;43;4;10;10;81;16;21;21;4;5;5;1;4;2;2;2;9;4;3;2;4;4;3;2;4;4;2;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;10;10; ; ; ;ähnliche Interessen; ;                                 -999,00;5;2;98;98;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;997;997;-99; ; ; ;3; ;3;1;3;0; ; ; ;3;7;1;10;4;3; ; ;5;6;4;0;1;10;10;2;3;5;5;4;2;3;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;10;2;6;1;1; ; ;8;98;2;10;10;20;21;2;4;4;2;2;4;2;3;2;3;3;5;0;1;1;5;0;2;0;1;1;2018;1;4; ;2;1;33;8100; ; ;8100;8100;8; ;8; ;2; ;3;3; ; ; ; ;33;33; ;1;1; ;14;14; ;2;13;2;1;1; ;26;26; ;1;4; ; ; ; ; ; ; ; ; ; ;16;1;1;10;5;2;9;5;1; ; ; ;10;5;2;8100;4;de;GR;5;3;33;6;,912487307953599;,637364874835044;,880170521432162;,614791865416973;1;1;1;1;1;1;1;1;1
3290;1;1; ; ;10/23/2023 13:41:05;10/23/2023 14:15:05;1;2;33,9833333333333;DE;1;1943;80;7;11;4;6;8;40;40;2;16;30;30;5;5;4;4;3;5;4;4;1;3;3;2;2;2;3;1;1;3;2;1;4;3;1;0;1;0;1;1;0;1;0;0;0;0;1;3;2;6;7;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;10;10; ; ; ; ;3; ;3;2;1;1;1;1; ;0;0;1;0;0; ; ;0;0;0;0;0;0;69;21;21;70;40;40;3; ;4;1;5;1;11;10;10;5;7;2;10;1;5; ; ;5;7;4;1; ;10;10;2;3;2;2;3;3;4;3;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0; ; ;10;0;9;0;0; ; ;6;2;1;998;998;998;998;4;4;4;4;4;5;4;4;1;1;2;3;1;1;1;98;0;4;1;1;1;1982;1;2; ; ;1;33;8100; ; ;8100;8100;2;1;5; ;7;1;2; ;2; ; ; ;54; ;54;2; ;2;11; ;11;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;1;15;8;4; ; ; ; ; ; ;15;8;4;8100;2;de;SO;2;1;12;4;1,18003151764904;,824242303418464;1,13823934551466;,795050815132178;1;1;1;1;1;1;1;1;1
3291;2;1; ; ;10/24/2023 16:13:51;10/24/2023 17:10:14;1;2;56,3666666666667;FR;2;1965;58;5;24;3;17;4;50;50;-99;-99; ; ;4;5;4;1;1;1;2;2;10;4;4;4;4;3;3;3;4;3;2;2;2;3;1;1;0;0;0;1;0;1;0;1;0;0;1;3;0;3;3;0;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;50;50; ; ; ;pour les idées et les valeurs défendues par les candidat.es de ce parti; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;160;50;50;153;50;50;4; ;4;1;5;1;24;50;50;4;10;0;9;0;8; ; ;5;0;4;1; ;50;50;2;2;5;5;3;4;4;3;10;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;0;7;0;10;0; ; ;0;2;3;10;10;10;10;4;1;2;1;1;1;1;1;4;4;4;3;1;1;1;98;0;4;1;1;1;2006;1;3; ;0;2;48;8100; ; ;8100;8100;2;2;13;2;2; ;3;3; ; ; ; ;23;23; ;2;2; ;3;3; ;2;13;2;1;3; ;26;26; ;1;14; ; ; ; ; ; ; ; ; ; ;11;1;2;14;7;2;13;7;1; ; ; ;14;7;2;8100;5;fr;NE;2;1;12;3;,942917717210191;,658620265258506;1,19943641602286;,837796465230266;1;1;1;1;1;1;1;1;1
3292;1;1; ; ;11/6/2023 23:27:40;11/7/2023 0:11:34;1;2;43,8833333333333;DE;2;1960;63;5;20;3;5;8;998;998;19;13;21;21;4;5;4;1;3;2;2;3;8;3;3;3;3;3;3;2;4;4;4;3;3;3;0;0;0;0;0;0;1;1;1;1;1;0;0;3;0;2;2;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;21;21; ; ; ; ;6; ;1;2;1;2;1;1;0; ;0;0;1;0; ; ;0;0;0;0;0;0;110;21;21;113;40;40;3; ;3;1;5;1;20;20;21;5;7;2;10;0;1; ; ;5;5;4;0;1;21;21;1;2;5;5;3;4;4;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0; ; ;5;5;0;6;6; ; ;10;98;1;998;998;504;-99;3;4;3;3;2;2;3;2;4;2;3;3;1;1;1;1;1;4;1;1;1;1984;1;2; ; ;1;33;8100; ; ;8100;8100;2;4;10; ;1; ;2;2; ; ; ; ;24;24; ;4;4; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;2;9;5;1; ; ; ; ; ; ;9;5;1;8100;2;de;TG;5;2;21;5;1,61531901208997;1,12828703586937;1,51746833770116;1,05993914511984;1;1;1;1;1;1;1;1;1
3293;2;2;11/22/2023;FR; ; ; ; ; ; ;1;1944;79;7;25;3;47;16;30;30;64;7;30;30;4;5;5;3;1;1;1;4;8;3;3;3;3;4;3;2;3;3;2;3;2;3;0;0;0;0;0;0;0;0;0;1;0;0;1;-99;-99;-99;6;-99;-99; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;30;30; ; ;30; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;171;30;30;997;997;997;3; ;3;1;5;1;25;30;30;3;7;2;10;2;6; ;10;6;2;3;1; ;30;30;2; ;3;5;3;3;3;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0; ; ;0;10;0;10;0; ;0;2;98;1;998;998;998;998;4;3;2;2;1;1;3;1;4;3;4;4;0;1;1;98;0;4;1; ; ;1976;1;2;0;0;2;48;8100; ; ;8100;8100;1;1;9; ;7;1;3; ;3; ; ; ;-99; ;-99;3; ;3;-99; ;-99;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;8100;3;fr;GE;1;1;11;4;,372996194324858;,260534771977234;,323234815411629;,225776858342492;1;1;1;1;1;1;,665520953;,747870968;,497723799344392
3294;1;1; ; ;11/15/2023 18:06:42;11/15/2023 18:35:13;1;2;28,5;DE;2;1958;65;6;2;1;61;4;201;350;33;4;50;50;1;2;4;4;2;2;2;4;7;3;3;3;3;3;3;2;3;2;3;3;3;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0; ;2;0; ;1;1;1;2;2;1;2;2;2;2;2;2;201;350; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;98;2;3;0; ; ; ;3;0;0;10;2;2; ; ;5;4;3;0;0; ; ; ;3;3;2;4;2;3;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;3;3;3;3;3; ; ;3;98;2;501;-99;501;-99;2;4;4;4;2;4;2;1;3;3;3;98;0;98;0;98;0;98;0;98;0;2021;3;4;0;2;5;162;8542; ; ;8542;8542;7;3;9; ;7;1;3; ;3; ; ; ;52; ;52;1; ;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1;15;8;4; ; ; ; ; ; ;15;8;4;8542;5;de;BE;2;1;11;3;1,54525443822061;2,48256777645758;1,54525443822061;2,48256777645758;1;1;1;1;1;1;1;1;1
3295;3;1; ; ;10/26/2023 10:50:58;10/26/2023 11:27:59;1;2;37,0166666666667;IT;1;1962;61;5;21;3;17;4;50;50;6;8;30;30;3;5;4;2;2;1;3;2;9;3;3;3;3;4;3;2;3;3;1;1;2;3;1;0;1;0;0;0;0;1;1;1;0;0;1;2;1;3;2;0;1; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;50;50; ;50; ;Qualità dei candidati; ;                                 -999,00;1;2;1;1;1;1;1;0;1;0; ;0;0; ;0;0;0;0;0;0;121;50;50;125;30;30;4; ;3;1;5;1;21;30;30;5;7;1;10;1;4;10; ;5;0;3;1; ;30;30;2;2;5;5;3;98;3;1;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;10;0;8;0;0; ;0;98;1;501;-99;501;-99;4;2;3;2;1;2;2;1;3;3;4;5;0;1;1;4;0;4;1;98;0;1963;1;3; ;0;3;73;8207; ; ;8207;8218;2;2;13;1;1; ;2;2; ; ; ; ;26;26; ;3;3; ;14;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;3;2;14;7;2; ; ; ; ; ; ;14;7;2;8207;3;it;TI;7;1;12;5;,303860286532778;,212243909372987;,386524811654707;,269984399841613;1;1;1;,749547555;1,539086957;1,15361886555174;1;1;1
3296;1;1; ; ;11/5/2023 18:30:39;11/5/2023 18:59:34;1;2;28,9;DE;2;1971;52;4;8;3;53;16;30;30;17;4;30;30;5;5;5;1;1;1;4;5;9;4;3;1;2;4;4;1;3;4;4;5;2;3;0;0;1;0;0;1;1;0;0;1;0;0;1;2;1;0;4;0;2; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;30;30; ; ; ;sympathisch, bodenständig und sozial; ;                                 -999,00;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51;50;50;50;40;40;4; ;1;1;5;1;1;50;50;5;9;0;10;0;4; ; ;6;3;3;1; ;30;30;2;2;5;5;2;2;98;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;9;0;8;6; ; ;7;2;4;10;10;30;30;5;3;2;2;2;1;3;1;3;4;4;3;1;1;1;3;0;4;1;1;1;2023;1;2; ; ;1;33;8100; ; ;8230;8100;8; ;11;1;1; ;3;3; ; ; ; ;25;25; ;2;2; ;1;1; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;2;5;3;1; ; ; ; ; ; ;5;3;1;8100;2;de;GL;5;3;33;5;,286865308872184;,200373057345728;,248594641371977;,173641311064428;1;1;1;1;1;1;1;1;1
3297;1;1; ; ;12/24/2023 9:08:17;12/24/2023 9:24:25;1;2;16,1166666666667;DE;1;1981;42;3;8;2;-99;-99; ; ; ; ; ; ;-99;-99;-99;-99;-99;-99;-99;-99;-99;3;-99;2;3;3;1;1;-99;1;-99;-99;-99;2;1;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99; ;1;0; ;2;2;2;2;2;1;2;2;2;2;2;2;-99;-99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-99;-99;-99;-99;-99; ; ; ;3;-99;-99;-99;-99;-99; ; ;-99;98;3;0;0; ; ; ;1;5;5;3;2;2;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99; ; ;-99;-99;-99;-99;-99; ; ;-99;98;2;-99;-99;-99;-99;-99;5;4;2;1;2;2;1;4;3;-99;98;0;-99;-99;98;0;98;0;-99; ;2012;1;4; ;2;5;168;8239; ; ;8239;8239;4;-99;5; ;1; ;2;2; ; ; ; ;30;30; ;1;1; ;15;15; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-99;2;2; ; ; ; ; ; ; ; ; ; ; ; ;8100;4;de;GL;5;1;13;4;,286865308872184;,460870750068644;,286865308872184;,460870750068644;1;1;1;1;1;1;1;1;1
3298;1;1; ; ;11/17/2023 8:44:15;11/17/2023 9:49:54;1;2;65,6333333333333;DE;2;1972;51;4;5;3;6;8;40;40;13;13;998;998;4;5;4;3;4;4;2;4;7;3;2;2;2;3;1;3;2;2;1;1;1;4;1;0;1;0;0;0;0;0;1;1;0;0;1;2;0;2;3;2;5; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;402;350; ; ; ;Positionierung des Kanditaten während Coronozeit; ;                                 -999,00;2;2;1;2;1;1;1;0;0;1;0;0; ; ;0;0;0;0;0;0;41;10;10;43;21;21;3; ;3;2;5;1;5;60;60;3;8;0;9;0;5; ; ;6;8;2;0;1;40;40;1;3;98;98;2;2;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0; ; ;9;5;10;7;10; ; ;10;98;3;20;21;40;40;2;4;4;2;2;2;4;2;2;3;3;3;1;1;1;3;0;4;1;3;0;2001;1;4; ;0;1;33;8100; ; ;8100;8100;2;4;6; ;2; ;3;3; ; ; ; ;32;32; ;1;1; ;3;3; ;2;7; ;1;3; ;13;13; ;1;1; ; ; ; ; ; ; ; ; ; ;9;1;2;14;7;2;9;5;1; ; ; ;14;7;2;8100;4;de;SZ;6;2;22;6;,933097102288887;,651760646559636;,928253544811357;,648377461524059;1;1;1;1;1;1;1;1;1
3299;1;1; ; ;10/24/2023 14:55:15;10/24/2023 15:47:39;1;2;52,3833333333333;DE;2;1960;63;5;2;4;19;13;404;350;17;4;21;21;4;5;3;5;2;2;2;2;8;3;3;3;2;2;3;2;2;3;3;2;3;3;-99;1;-99;-99;-99;-99;-99;1;-99;1;1;-99;1;4;2;6;2;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;-99;-99; ; ; ; ; ;                                 -999,00; ;2;-99;-99;1;1;1;1;1;1;0;0; ; ;0;0;0;0;0;0;26;40;40;28;30;30;3; ;3;1;5;1;2;40;40;4;7;4;9;1;5; ; ;7;7;3;1; ;40;40;1;1;5;2;2;2;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;6;9;0;2; ; ;8;1;2;998;998;998;998;2;2;4;4;3;2;4;3;2;2;2;5;0;1;1;4;0;4;1;1;1;1997;1;2; ; ;1;33;8100; ; ;8229;8100;1;2;5; ;2; ;3;3; ; ; ; ;83;83; ;2;2; ;10;10; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;2;15;8;4; ; ; ; ; ; ;15;8;4;8100;2;de;BE;2;2;22;6;1,54525443822061;1,07934750765307;1,54525443822061;1,07934750765307;1;1;1;1;1;1;1;1;1
3300;1;1; ; ;10/26/2023 16:30:42;10/26/2023 17:07:34;1;2;36,85;DE;2;1946;77;7;25;3;13;13;998;998;33;4;50;50;4;2;4;2;1;2;5;2;7;2;2;2;3;3;2;1;2;3;2;2;2;3;0;0;0;0;0;0;0;0;0;0;1;0;1;7;0;0;7;0;0; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;50;50; ; ;50;Auswegslosigkeit der aktuelles Situation; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;166;50;50;171;30;30;1; ;3;2;5;1;25;50;50;4;6;3;10;3;6; ;10;5;3;3;1; ;50;50;2;2;5;5;1;3;3;2;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ; ;3;7;0;10;7; ;0;7;2;2;998;998;998;998;3;2;3;1;1;2;2;3;3;4;4;3;1;1;1;4;0;4;1;1;1;1968;1;2; ; ;2;48;8100; ; ;8100;8100;8; ;7; ;7;2;3; ;3; ; ; ;41; ;41;1; ;1;2; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;2;11;6;4; ; ; ; ; ; ;11;6;4;8100;2;fr;GE;1;1;11;3;,372996194324858;,260534771977234;,474468991668597;,331412685800714;1;1;1;1;1;1;,665520953;1,098339623;,730968032616621
