userid,imode,sample_group,intstart,intend,totaltime,finished,indate,spr,birthyear,age,agecat,sex,f10000,f10100,f13400a,f13400b,f13400c,f13400d,f13400e,f13400f,f12700c,f12700rec,f12720rec,f12720main6,f12730c,f12730rec,f12740rec,f12740main6,q03,q04a,q04b,q04c,q04d,q04e,q04f,q04g,q05b,q05a,q05c,q05d,q05e,q06a,q06b,q06c,q06d,q07,q09,f14610,f15656,f11100,exp_ge,q_e1,q_e2,q_e3,q_e4,f11100rec,f11700,f11301,f11302,f11303,f11304,f11305,f11306,f11307,f11308,f11309,f11310,f11311,f11312,f11400rec,f11400main6,q1,q2,f11600,f11605,q3,q9a_web,q9a_paper,q9b_web,q9b_paper,q9c_web,q9c_paper,q9d_web,q9d_paper,q4a_web,q4a_paper,q4b_web,q4b_paper,q4c_web,q4c_paper,q4d_web,q4d_paper,q4e_web,q4e_paper,q4f_web,q4f_paper,q4g_web,q4g_paper,q4h_web,q4h_paper,q4i_web,q4i_paper,q5,q6,q7,q8,f11800rec,f11800main6,f11800zh,f11800ti,f11800ge,f11900,f12010,f12021,f12022,f12023,f12030a,f12030b,f12030c,f12030d,f12030e,f12030f,f12030g,f12030h,f12030i,f12030j,f12030k,f12030l,f12030m,f12030o,f12025,f12301,f12301p,f12301pmain6,f12302,f12302p,f12302pmain6,f10200,f10200rec,f10250,f10300rec,f10300main6,q14a,q14b,f14400a,f14400b,f14400c,f14400d,f14400e,f14400f,f14400g,f14400h,f14400i,q16a,q16b,q16c,q16d,q16e,f15130a,f15130b,f15130c,f15130d,f15130e,f15130f,f15130g,f15130h,f15130i,f15200,f13700,f14000,f14050,f14010rec,f14010main6,f14070,f13306,f13660a,f13660b,f13660c,f13660d,f13660e,f13660f,f13660g,f13660i,f13660j,f13660k,f13660l,f13660m,f13660n,f12500,f14079a,f14079b,f14079c,f14079d,f14079e,f14079f,f14079g,f14079h,f14081rec,f14081main6,f20211,f20212,f20213,f21000a,f21000b,f21000c,f21000d,f21000e,f21000f,f21000g,f21000h,f21010a,f21010b,f21010c,f21010d,f21010e,f21010f,f21010g,f12026,f21020,f21030,f13322,f12900rec,f12900main6,f12905rec,f12905main6,f15420,f15430,f15435,f15440,f15470,f15480,f15485,f15810,f15811,f15812,f15813,q08,f15900,f15900rec,f16300,f16300rec,f16312,f16312rec,f16313,f16313rec,f20300,e11,f20500,f20700,f20710,f20221,f20210rec1,f20210rec2,f20210rec3,f20760,f20900,f21310,e6b_lev,f21400,f26100,f21500_f24900,f21500,f24900,f21550_f24950,f21550,f24950,isco08prof_r,isco08prof_r_pre,isco08prof_r_pst,f21700_f25100,f21700,f25100,f21750_f25150,f21750,f25150,f21800,class16_r,class8_r,class5_r,f21910,e6b_lev_partner,f22000_f22400,f22100_f22500,f22150_f22550,isco08prof_p,isco08prof_p_pre,isco08prof_p_pst,f22300_f22700,f22350_f22750,class16_p,class8_p,class5_p,f22910,e6b_lev_main_earner,f23000_f23400,f23100_f23500,f23150_f23550,isco08prof_me,isco08prof_me_pre,isco08prof_me_pst,f23300_f23700,f23350_f23750,class16_h,class8_h,class5_h,class16,class8,class5,f28910,f29100,f21200,canton_sample,bigregion_sample,lingreg_sample,birthcountry_sample,hhsize_sample,taxableincome,smt9,msize,foreigners,msvp,msp,mfdp,mgps,mcvp,mglp,mbdp,weight_d,weight_d_t,weight_d_p,weight_tot,weight_t_zh,weight_p_zh,weight_tot_zh,weight_t_ti,weight_p_ti,weight_tot_ti,weight_t_ge,weight_p_ge,weight_tot_ge,year
2609,2,0,,,,,281119.0,1,1950,69,6,1,2,1.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,16.0,10.0,2.0,11.0,8.0,40.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,7.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,10.0,2.0,20.0,40.0,1.0,1.0,1.0,2.0,404.0,7.0,5.0,4.0,1.0,2.0,10.0,2.0,10.0,10.0,1.0,5.0,10.0,10.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,,0.0,0.0,10.0,,5.0,8.0,2.0,2.0,1.0,404.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,8.0,8.0,10.0,5.0,10.0,8.0,10.0,,1.0,2.0,3.0,40.0,1.0,,,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1950.0,1.0,2.0,1.0,,1.0,8100.0,,,1.0,6.0,8.0,,7.0,1.0,3.0,,3.0,,,,3000.0,,3000.0,,,,1.0,,1.0,1.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.0,4.0,2.0,1.0,BE,2,de,8100.0,2.0,67483.578,13.0,4.0,18.636304,24.022399,18.103058,12.067763,10.650854,1.1915985,9.7694106,11.738753,1.93056115734379,1.20460271802849,1.80659561487686,1.12725255026536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2610,1,0,11/4/2019 14:16:34,11/4/2019 14:36:45,20.1666666666667,1.0,,1,1961,58,5,1,3,2.0,2.0,1.0,3.0,3.0,3.0,3.0,44.0,5.0,10.0,2.0,17.0,4.0,60.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.0,1.0,,,,,0.0,,,0.0,1.0,28.0,10.0,2.0,25.0,20.0,3.0,1.0,1.0,3.0,10.0,2.0,5.0,5.0,10.0,10.0,5.0,1.0,3.0,8.0,3.0,,,9.0,7.0,6.0,3.0,5.0,6.0,7.0,1.0,,2.0,6.0,9.0,,,7.0,2.0,2.0,1.0,10.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,2.0,8.0,6.0,8.0,0.0,9.0,7.0,,2.0,2.0,3.0,20.0,3.0,20.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1995.0,1.0,2.0,,,1.0,8100.0,,,2.0,6.0,13.0,2.0,1.0,,1.0,1.0,,,,,2411.0,2411.0,,1.0,1.0,,4.0,4.0,,1.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,15.0,1.0,2.0,LU,6,de,8100.0,3.0,58892.673,12.0,3.0,34.938084,30.457473,18.376638,14.936339,12.367681,16.355763,6.0200607,,2.28985004689936,1.42878643335381,2.29991375924718,1.43506583828306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2611,1,0,10/23/2019 22:28:34,10/23/2019 22:55:28,26.9,1.0,,1,1973,46,4,1,5,2.0,2.0,3.0,3.0,4.0,1.0,1.0,101.0,5.0,40.0,1.0,1.0,16.0,10.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,,,0.0,,,0.0,1.0,34.0,40.0,1.0,37.0,40.0,1.0,1.0,1.0,5.0,40.0,1.0,4.0,5.0,9.0,0.0,0.0,10.0,0.0,2.0,0.0,,,9.0,8.0,8.0,6.0,6.0,7.0,3.0,0.0,10.0,1.0,2.0,1.0,,,9.0,1.0,2.0,1.0,40.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,10.0,7.0,6.0,7.0,1.0,8.0,9.0,1.0,2.0,2.0,2.0,20.0,3.0,20.0,3.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1973.0,1.0,4.0,,2.0,1.0,8100.0,,,2.0,4.0,10.0,,1.0,,4.0,4.0,,1.0,1.0,,7126.0,7126.0,,,,,5.0,5.0,,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,8.0,1.0,2.0,SZ,6,de,8100.0,4.0,259812.35,11.0,5.0,24.410751,36.285143,9.2766137,34.579341,2.4955249,10.813941,5.7281247,,2.10535919159545,1.3136705848322,2.66994929634628,1.66595508624141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2612,1,0,10/27/2019 10:05:00,11/1/2019 10:01:01,7196.0,1.0,,3,1944,75,7,2,21,2.0,1.0,2.0,3.0,3.0,3.0,1.0,109.0,12.0,10.0,2.0,62.0,8.0,10.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,116.0,10.0,2.0,114.0,20.0,3.0,1.0,1.0,21.0,10.0,2.0,5.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,10.0,10.0,9.0,5.0,,7.0,9.0,0.0,7.0,1.0,9.0,,,,8.0,2.0,1.0,,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,0.0,0.0,10.0,0.0,10.0,7.0,10.0,,2.0,2.0,2.0,10.0,2.0,10.0,2.0,3.0,5.0,3.0,4.0,2.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,,0.0,4.0,1.0,,1.0,2.0,,,3.0,8100.0,,,2.0,6.0,7.0,,7.0,3.0,3.0,,3.0,,,,3411.0,,3411.0,2.0,,2.0,1.0,,1.0,2.0,10.0,5.0,2.0,11.0,1.0,1.0,4.0,60.0,1200.0,,1200.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,10.0,5.0,2.0,9.0,1.0,2.0,TI,7,it,8100.0,4.0,56362.585,33.0,7.0,23.001949,12.110617,9.1862683,29.434202,5.8169104,21.392244,0.15893198,,0.340904815527355,0.212712695379339,0.342403065601022,0.213647551083941,1.0,1.0,1.0,0.738516082,0.9617757,0.710286821726807,1.0,1.0,1.0,2019
2613,1,0,10/21/2019 12:53:59,10/21/2019 13:27:55,33.9333333333333,1.0,,1,1954,65,6,1,14,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,16.0,,,19.0,13.0,,,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,,,,3.0,2.0,2.0,2.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,77.0,402.0,7.0,993.0,993.0,9.0,1.0,1.0,14.0,30.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,8.0,8.0,7.0,6.0,8.0,5.0,5.0,1.0,10.0,4.0,6.0,7.0,,,5.0,2.0,2.0,2.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,3.0,4.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,3.0,,,,,4.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1954.0,1.0,2.0,,,1.0,8100.0,,,7.0,,12.0,1.0,7.0,1.0,3.0,,3.0,,,,3100.0,,3100.0,1.0,,1.0,1.0,,1.0,3.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.0,6.0,1.0,1.0,SH,5,de,8100.0,2.0,68036.153,12.0,3.0,28.419931,32.820355,32.102698,9.6058641,7.9940131,1.8728173,6.6085889,,0.731465460974623,0.456408893902286,0.694049469494165,0.433062622346142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2614,2,1,,,,,251119.0,2,1961,58,5,1,25,3.0,1.0,2.0,1.0,2.0,3.0,3.0,70.0,14.0,50.0,6.0,48.0,16.0,90.0,7.0,2.0,,1.0,2.0,,,2.0,,,,,,,,,,,4.0,2.0,2.0,3.0,,1.0,3.0,,,,0.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,6.0,2.0,,,,2.0,,2.0,,4.0,,2.0,,3.0,,3.0,,5.0,,3.0,,1.0,,4.0,,1.0,,3.0,,1.0,,2.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,25.0,50.0,6.0,,,4.0,0.0,5.0,5.0,10.0,10.0,0.0,3.0,10.0,,,,,,10.0,10.0,0.0,,10.0,10.0,0.0,0.0,10.0,10.0,2.0,2.0,2.0,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,8248.0,8256.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,7.0,10.0,10.0,4.0,2.0,2.0,1.0,4.0,,,,,2.0,1.0,3.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,1987.0,1.0,6.0,1.0,5.0,,8201.0,,,4.0,5.0,,,1.0,,1.0,1.0,,,,,5120.0,5120.0,,1.0,1.0,,1.0,1.0,,1.0,15.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,4.0,5.0,1.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1.0,1.0,1.0,1.0,1.0,1.0,1.796684786,1.0,1.796684786,2019
2615,1,1,10/28/2019 16:40:14,10/31/2019 18:21:19,4421.08333333333,1.0,,2,1953,66,6,1,25,2.0,2.0,2.0,2.0,4.0,,,,,,,,,,,2.0,,4.0,4.0,,,4.0,,,,,,,,,,,3.0,2.0,3.0,3.0,,2.0,,4.0,,,1.0,3.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,1.0,,,,,,,,3.0,,2.0,,2.0,,2.0,,3.0,,2.0,,3.0,,3.0,,1.0,,1.0,3.0,2.0,,30.0,5.0,,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,171.0,30.0,5.0,169.0,50.0,6.0,5.0,2.0,,,,,,0.0,1.0,10.0,0.0,8.0,2.0,0.0,,0.0,,,,,,8.0,6.0,3.0,10.0,4.0,5.0,7.0,,10.0,3.0,2.0,2.0,1.0,30.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8236.0,8236.0,2.0,,2.0,,,,,,2.0,,,,,,,,,,3.0,,,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,,0.0,1.0,0.0,1972.0,2.0,2.0,1.0,,2.0,8236.0,,,7.0,,5.0,,7.0,1.0,3.0,,3.0,,,,7411.0,,7411.0,1.0,,1.0,5.0,,5.0,2.0,7.0,4.0,4.0,13.0,1.0,1.0,2.0,,3000.0,3000.0,,2.0,3.0,14.0,7.0,2.0,,,,,,,,,,,,,,7.0,4.0,4.0,14.0,1.0,1.0,GE,1,fr,,,79206.353,11.0,5.0,36.736334,12.165775,13.775195,15.85253,26.588852,9.4302756,4.9876594,0.32394077,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.92664953,0.539545496445419,2019
2616,1,1,10/21/2019 22:11:43,10/21/2019 22:48:09,36.4333333333333,1.0,,2,1974,45,4,1,25,2.0,3.0,3.0,3.0,2.0,2.0,3.0,49.0,10.0,130.0,7.0,33.0,4.0,130.0,7.0,2.0,,3.0,3.0,,,2.0,,,,,,,,,,,3.0,2.0,3.0,3.0,,1.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,4.0,,1.0,,1.0,4.0,2.0,1.0,130.0,7.0,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,0.0,0.0,10.0,0.0,9.0,0.0,0.0,,0.0,,,,,,10.0,10.0,0.0,10.0,1.0,,,,,0.0,3.0,1.0,,130.0,7.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,8218.0,8218.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,,4.0,0.0,8.0,0.0,8.0,9.0,5.0,,,,3.0,,,,,5.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,0.0,4.0,0.0,,0.0,3.0,0.0,2004.0,1.0,2.0,,,2.0,8218.0,,,2.0,7.0,12.0,1.0,2.0,,2.0,2.0,,,,,2653.0,2653.0,,4.0,4.0,,13.0,13.0,,,14.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,2.0,3.0,2.0,1.0,GE,1,fr,,,86601.858,11.0,1.0,47.871845,12.61601,17.868143,15.125433,25.996981,5.405378,5.0114997,0.22442197,0.142744365078352,0.0890674970344977,0.133578438071211,0.0833482787937015,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,1.46630435,0.853761732832074,2019
2617,1,0,11/4/2019 10:59:59,11/4/2019 11:17:08,17.1333333333333,1.0,,1,1978,41,3,2,1,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,,,,64.0,7.0,,,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,,,,,,0.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,10.0,2.0,5.0,4.0,10.0,8.0,,,,,,,,6.0,,6.0,6.0,,,,,,,,,,,5.0,2.0,2.0,2.0,,,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8525.0,8100.0,1.0,,,,,,1.0,,10.0,0.0,10.0,0.0,10.0,8.0,8.0,,,,3.0,10.0,2.0,10.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,5.0,1.0,5.0,2.0,4.0,0.0,,0.0,,0.0,4.0,1.0,2006.0,1.0,2.0,,,1.0,8100.0,,,1.0,7.0,9.0,,6.0,1.0,3.0,,3.0,,,,3343.0,,3343.0,1.0,,1.0,8.0,,8.0,2.0,10.0,5.0,2.0,11.0,2.0,1.0,3.0,,3300.0,3300.0,,1.0,8.0,10.0,5.0,2.0,,,,,,,,,,,,,,10.0,5.0,2.0,10.0,3.0,1.0,ZH,4,de,8525.0,3.0,123605.62,11.0,5.0,20.660622,29.917398,12.919918,19.691151,11.032057,4.200186,13.882039,2.1492771,1.11877245644945,2.21779516678658,1.11877245644945,2.21779516678658,2.360181589,1.0,2.360181589,1.0,1.0,1.0,1.0,1.0,1.0,2019
2618,1,0,11/9/2019 06:26:52,11/9/2019 06:58:32,31.65,1.0,,1,1982,37,3,1,1,2.0,3.0,2.0,3.0,4.0,2.0,3.0,102.0,2.0,30.0,5.0,17.0,4.0,50.0,6.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6.0,6.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,3.0,30.0,5.0,8.0,50.0,6.0,1.0,1.0,1.0,30.0,5.0,3.0,3.0,0.0,2.0,10.0,0.0,10.0,5.0,0.0,,,5.0,8.0,7.0,2.0,6.0,7.0,5.0,1.0,10.0,2.0,4.0,7.0,,,3.0,2.0,2.0,1.0,30.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,2.0,2.0,3.0,3.0,4.0,4.0,,,5.0,4.0,5.0,3.0,8.0,2.0,7.0,2.0,2.0,2.0,3.0,40.0,1.0,40.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1982.0,1.0,3.0,,1.0,1.0,8100.0,,,1.0,6.0,12.0,1.0,2.0,,3.0,3.0,,,,,2162.0,2162.0,,1.0,1.0,,5.0,5.0,,3.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,5.0,1.0,1.0,ZH,4,de,8100.0,3.0,79588.112,11.0,3.0,22.996947,24.581249,17.359273,11.752596,16.48881,3.6960891,15.370609,2.241806,1.11877245644945,0.698074928508691,0.807009593382724,0.503545793390675,0.581216356,0.707729032,0.411343689014447,1.0,1.0,1.0,1.0,1.0,1.0,2019
2619,1,0,10/22/2019 08:17:10,10/22/2019 08:55:48,38.6166666666667,1.0,,3,1987,32,2,2,21,3.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,8.0,80.0,7.0,31.0,6.0,,,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,7.0,,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,21.0,40.0,1.0,3.0,2.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,8.0,,,,4.0,4.0,4.0,5.0,2.0,0.0,10.0,5.0,5.0,,10.0,,6.0,3.0,2.0,1.0,80.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,2.0,30.0,5.0,,,3.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,5.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,1987.0,4.0,2.0,1.0,,3.0,8100.0,,,7.0,,8.0,,1.0,,3.0,3.0,,,,,4120.0,4120.0,,1.0,1.0,,8.0,8.0,,2.0,11.0,6.0,4.0,11.0,,1.0,2.0,,2500.0,2500.0,,1.0,14.0,5.0,3.0,1.0,,,,,,,,,,,,,,11.0,6.0,4.0,11.0,2.0,2.0,TI,7,it,8100.0,2.0,64979.728,12.0,5.0,28.414658,9.5797223,19.606747,21.647563,11.117324,15.925822,1.0716615,,0.340904815527355,0.212712695379339,0.319014573808941,0.199053949282643,1.0,1.0,1.0,0.738516082,1.6315,1.204888987783,1.0,1.0,1.0,2019
