userid,imode,birthyear_sample,gender_sample,marital_sample,birthcountry_sample,hhsizebfs_sample,gender,birthyear,f10000,f10100,f10200,f10200r,f10250,f10300main7,f10300,f11100,f11100r,f11301,f11302,f11303,f11304,f11305,f11306,f11307,f11308,f11309,f11310,f11400,f11400main7,f11600,f11605,f11700,f11800,f11800main7,f11900,f12010,f12021,f12022,f12023,f12030a,f12030b,f12030c,f12030d,f12030e,f12030f,f12030g,f12030h,f12030i,f12030j,f12030k,f12030l,f12030m,f12030n,f12030o,f12030p,f12030q,f12030r,f12030s,f12030t,f12030u,f12030v,f12030w,f12030x,f12030y,f12030z,f12025,f12026,f12301,f12301p,f12301pmain7,f12302,f12302p,f12302pmain7,f12350,f12351a,f12351b,f12351c,f12351d,f12351e,f12351f,f12351g,f12351h,f12351i,f12351j,f12351k,f12351l,f12351m,f12351n,f12351o,f12351p,f12351q,f12351r,f12351s,f12351t,f12351u,f12351v,f12351w,f12351x,f12351y,f12351z,f12352a,f12352b,f12352c,f12352d,f12352e,f12352f,f12500,f12700,f12700r,f12720,f12720main7,f12730,f12730r,f12740,f12740main7,f14400,f14401,f14402,f14403,f14404,f14405,f14406,f14407,f14408,f12900,f12900main7,f12905,f12905main7,f13300,f13305,f13320a,f13320b,f13320c,f13321,f13322,f13661,f13662,f13663,f13664,f13665,f13666,f13667,f13668,f13669,f13401,f13402,f13403,f13404,f13405,f13700,f14000,f14050,f14010,f14010main7,f14070,f14080,f14081,f14081main7,f14085,f14600,f14610,f15200,f15130,f15131,f15132,f15133,f15134,f15135,f15136,f15137,f15138,f14500,f14501,f14502,f14503,f15420,f15430,f15440,f15470,f15480,f15490,f15760,f15761,f15762,f15763,f15801,f15802,f15803,f15804,f15851,f15852,f15853,f15854,f15900,f15900r,f16000,f16000r,f16100,f16100r,f16300,f16300r,knowscale,f20600,f20601,f20602,f20300,f20500,f20700,f20710,f20210,f20211,f20212,f20213,f20760,f20900,educ_r,educ_p,educ_m,educ_rr,educ_pr,educ_mr,situar,situap,situah,sector_r,sector_p,sector_h,isco08prof_r,isco08prof_p,isco08prof_h,isco88prof_r,isco88prof_p,isco88prof_h,bfsprof8_r,bfsprof8_p,bfsprof8_h,bfsprof5_r,bfsprof5_p,bfsprof5_h,bfsprof3_r,bfsprof3_p,bfsprof3_h,class8,f21310,f21400,f21410,f21500,f21550,f21600,f216_08,f216_88,f216bfs3,f216bfs5,f21700,f21750,f21800,f21910,f22000,f22100,f22150,f22200,f222_08,f222_88,f222bfs3,f222bfs5,f22300,f22350,f22400,f22500,f22550,f22600,f226_08,f226_88,f226bfs3,f226bfs5,f22700,f22750,f22800,f22910,f23000,f23100,f23150,f23200,f232_08,f232_88,f232bfs3,f232bfs5,f23300,f23350,f23400,f23500,f23550,f23600,f236_08,f236_88,f236bfs3,f236bfs5,f23700,f23750,f24800,f24900,f24950,f25000,f250_08,f250_88,f250bfs3,f250bfs5,f25100,f25150,f25210,f25300,f25400,f25450,f25500,f255_08,f255_88,f255bfs3,f255bfs5,f25600,f25650,f25700,f25800,f25850,f25900,f259_08,f259_88,f259bfs3,f259bfs5,f26000,f26050,f26100,f26200,f26250,f26300,f263_08,f263_88,f263bfs3,f263bfs5,f26400,f26450,f26500,f26610,f26700,f26800,f26850,f26900,f269_08,f269_88,f269bfs3,f269bfs5,f27000,f27050,f27100,f27200,f27250,f27300,f273_08,f273_88,f273bfs3,f273bfs5,f27400,f27450,f27500,f27600,f27650,f27700,f277_08,f277_88,f277bfs3,f277bfs5,f27800,f27850,f27900,f28010,f28100,f28200,f28250,f28300,f283_08,f283_88,f283bfs3,f283bfs5,f28400,f28450,f28500,f28600,f28650,f28700,f287_08,f287_88,f287bfs3,f287bfs5,f28800,f28850,f28910,f29100,f21200,munlang,comlang,canton,district,grossreg,lingreg,ogr,stla,urbrur,urbrur2000,degurba,city,agggross,agggross2000,aggcent,raumplanreg,lmreg,tourismreg,spr,intdate,intstart,intend,totaltime,callcount,weight_d,weight_turnout,weight_d_turnout,weight_party,weight_total,weight_d_party,f11100rec,year
32048.0,2.0,1993.0,1.0,1.0,8100.0,4.0,1.0,1993.0,2.0,3.0,6.0,3.0,97.0,,,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.0,6.0,40.0,1.0,47.0,16.0,40.0,1.0,9.0,5.0,1.0,9.0,3.0,3.0,5.0,,,40.0,1.0,40.0,1.0,2.0,,,,,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,40.0,1.0,1.0,2.0,,,2.0,3.0,4.0,7.0,7.0,3.0,0.0,10.0,2.0,3.0,6.0,,,5.0,2.0,8.0,9.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1993.0,4.0,2.0,0.0,8100.0,1.0,,,5.0,1.0,6.0,,,4.0,,,3.0,,,1.0,,,3334.0,,,3413.0,,,33204025.0,,,72104.0,,,721.0,,,5.0,6.0,1.0,,3.0,-1.0,33204025.0,3334.0,3413.0,721.0,72104.0,1.0,4.0,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,11.0,2.0,2.0,1.0,1.0,2.0,242.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,2546.0,1104.0,6.0,8.0,1.0,2015-11-11,2015-11-03,2015-11-03,24.5,9.0,1.79216,1.832490907,3.28411690388912,1.0,3.28411690388912,1.79216,0.0,2015
2896.0,1.0,1972.0,2.0,2.0,8244.0,4.0,2.0,1972.0,17.0,3.0,1.0,1.0,17.0,2.0,10.0,1.0,0.0,1.0,2.0,2.0,8.0,8.0,1.0,1.0,2.0,2.0,1.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,98.0,98.0,,,99.0,99.0,,,7.0,5.0,4.0,6.0,4.0,98.0,98.0,99.0,99.0,501.0,9.0,501.0,9.0,2.0,,,,,,,1.0,2.0,,,2.0,2.0,,,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,,,,,,,2.0,3.0,8.0,98.0,6.0,4.0,4.0,7.0,6.0,6.0,98.0,99.0,99.0,9.0,9.0,8.0,7.0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,2000.0,4.0,1.0,2.0,8577.0,2.0,8577.0,8577.0,2.0,3.0,8.0,5.0,,4.0,3.0,,4.0,2.0,,,1.0,,1341.0,5221.0,,5131.0,1000.0,,43103028.0,31109183.0,,83103.0,51109.0,,831.0,511.0,,8.0,8.0,2.0,,4.0,1.0,43103028.0,1341.0,5131.0,831.0,83103.0,,,2.0,5.0,1.0,2.0,-1.0,31109183.0,5221.0,1000.0,511.0,51109.0,1.0,2.0,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,6.0,2.0,1.0,1.0,1.0,17.0,1721.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3203.0,1709.0,12.0,2.0,1.0,2015-10-20,2015-10-20,2015-10-20,24.566666666666666,0.0,2.02003,1.832490907,3.7016866068672103,1.0,3.7016866068672103,2.02003,0.0,2015
38543.0,1.0,1963.0,2.0,2.0,8218.0,3.0,2.0,1963.0,22.0,2.0,1.0,1.0,22.0,4.0,20.0,4.0,1.0,,,,,,,,,,,,,3.0,3.0,4.0,10.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,107.0,10.0,2.0,997.0,997.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,10.0,2.0,38.0,2.0,10.0,2.0,10.0,3.0,3.0,8.0,0.0,0.0,0.0,99.0,99.0,998.0,9.0,501.0,9.0,1.0,2.0,,,,,,1.0,1.0,,,2.0,2.0,,,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,,10.0,2.0,2.0,2.0,,,2.0,2.0,3.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,7.0,99.0,99.0,6.0,8.0,8.0,6.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,9.0,9.0,9.0,9.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,2.0,2.0,22.0,2223.0,1.0,2.0,7.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,5586.0,2210.0,2.0,9.0,2.0,2015-11-01,2015-11-01,2015-11-01,14.816666666666666,8.0,2.1754,0.674671563,1.4676805181501997,0.904487407,1.3274985461660906,1.9676219051877997,1.0,2015
561.0,2.0,1982.0,2.0,1.0,8100.0,4.0,2.0,1982.0,10.0,3.0,2.0,1.0,10.0,6.0,30.0,4.0,1.0,,,,,,,,,,,,,2.0,,1.0,30.0,6.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,56.0,30.0,6.0,997.0,997.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,98.0,98.0,,,99.0,99.0,,,3.0,6.0,10.0,1.0,6.0,3.0,4.0,,,998.0,9.0,998.0,9.0,1.0,3.0,,,,,,1.0,2.0,,,2.0,2.0,,,1.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,,30.0,6.0,2.0,2.0,,,2.0,2.0,4.0,3.0,7.0,6.0,3.0,9.0,5.0,8.0,5.0,,,9.0,9.0,8.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1982.0,4.0,1.0,2.0,8100.0,1.0,,,2.0,3.0,13.0,13.0,,8.0,8.0,,2.0,2.0,,1.0,1.0,,3110.0,,,3152.0,,,29402008.0,,,34102.0,,,341.0,,,3.0,13.0,2.0,,2.0,-1.0,29402008.0,3110.0,3152.0,341.0,34102.0,1.0,99.0,2.0,13.0,1.0,2.0,-1.0,,,,,,1.0,99.0,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,14.0,1.0,2.0,2.0,2.0,10.0,1004.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,0.0,3.0,4.0,2196.0,1001.0,4.0,13.0,2.0,2015-11-18,2015-11-04,2015-11-04,28.033333333333335,38.0,2.35726,0.674671563,1.59037628859738,0.856618817,1.3623462549231382,2.01927327256142,1.0,2015
12608.0,1.0,1965.0,1.0,2.0,8100.0,3.0,1.0,1965.0,1.0,3.0,2.0,1.0,1.0,1.0,40.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,8.0,5.0,40.0,1.0,11.0,8.0,10.0,2.0,3.0,1.0,3.0,8.0,5.0,5.0,0.0,99.0,99.0,40.0,1.0,20.0,4.0,1.0,3.0,,,,,,1.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,40.0,1.0,3.0,2.0,,,2.0,2.0,3.0,6.0,3.0,1.0,1.0,8.0,1.0,2.0,5.0,99.0,99.0,6.0,7.0,8.0,6.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2004.0,3.0,1.0,0.0,8100.0,1.0,,,2.0,3.0,7.0,,,4.0,,,4.0,,,,,,1211.0,,,1000.0,,,33101266.0,,,71101.0,,,711.0,,,7.0,7.0,1.0,,4.0,9500.0,33101266.0,1211.0,1000.0,711.0,71101.0,,,1.0,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,15.0,1.0,2.0,1.0,1.0,1.0,109.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,261.0,102.0,10.0,3.0,1.0,2015-10-21,2015-10-21,2015-10-21,18.483333333333334,0.0,1.01867,1.832490907,1.86670351223369,1.0,1.86670351223369,1.01867,0.0,2015
5316.0,1.0,1966.0,2.0,4.0,8236.0,3.0,2.0,1966.0,22.0,3.0,3.0,0.0,96.0,,,4.0,1.0,,,,,,,,,,,,,3.0,3.0,5.0,30.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,108.0,60.0,5.0,109.0,60.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,45.0,2.0,10.0,2.0,98.0,98.0,,,4.0,0.0,10.0,0.0,0.0,5.0,0.0,99.0,99.0,30.0,6.0,503.0,9.0,1.0,1.0,,,,,,1.0,2.0,,,2.0,2.0,,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,30.0,6.0,3.0,2.0,,,2.0,2.0,4.0,4.0,8.0,9.0,1.0,10.0,1.0,5.0,98.0,99.0,99.0,5.0,5.0,7.0,0.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,8.0,2.0,2.0,2.0,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,1989.0,3.0,1.0,0.0,8236.0,1.0,,,2.0,1.0,9.0,13.0,,5.0,8.0,,2.0,2.0,,1.0,1.0,,2642.0,2149.0,,2451.0,2144.0,,37101052.0,29107001.0,,81101.0,31107.0,,811.0,311.0,,1.0,9.0,1.0,,2.0,-1.0,37101052.0,2642.0,2451.0,811.0,81101.0,1.0,5.0,2.0,13.0,1.0,2.0,-1.0,29107001.0,2149.0,2144.0,311.0,31107.0,1.0,4.0,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,15.0,1.0,2.0,2.0,2.0,22.0,2224.0,1.0,2.0,8.0,1.0,4.0,2.0,3.0,0.0,5.0,5.0,5938.0,2212.0,2.0,9.0,2.0,2015-10-20,2015-10-20,2015-10-20,24.833333333333332,0.0,2.1754,0.674671563,1.4676805181501997,0.856618817,1.257242749191771,1.8634885745017997,1.0,2015
8013.0,2.0,1972.0,2.0,2.0,8100.0,4.0,2.0,1972.0,21.0,1.0,3.0,0.0,96.0,,,3.0,0.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,998.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,98.0,,,99.0,99.0,,,7.0,6.0,7.0,6.0,5.0,5.0,5.0,8.0,,502.0,9.0,502.0,9.0,2.0,,,,,,,1.0,2.0,,,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,,,,,,,2.0,2.0,4.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,,8.0,,,8.0,,,4.0,5.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,8.0,8.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,1.0,1.0,2.0,1972.0,4.0,1.0,1.0,8218.0,2.0,8218.0,8218.0,2.0,5.0,7.0,8.0,,4.0,4.0,,3.0,3.0,,2.0,1.0,,3313.0,4120.0,,3433.0,4115.0,,33203006.0,33201185.0,,72103.0,72101.0,,721.0,721.0,,5.0,7.0,4.0,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,1.0,3.0,-1.0,33203006.0,3313.0,3433.0,721.0,72103.0,,,7.0,1.0,1.0,-1.0,33201185.0,4120.0,4115.0,721.0,72101.0,1.0,2.0,,,-1.0,,,,,,,,1.0,3.0,-1.0,33203006.0,3313.0,3433.0,721.0,72103.0,2.0,8.0,2.0,8.0,1.0,1.0,-1.0,33201185.0,4120.0,4115.0,721.0,72101.0,1.0,2.0,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,98.0,1.0,2.0,3.0,3.0,21.0,2101.0,7.0,3.0,6.0,1.0,2.0,2.0,2.0,0.0,4.0,5.0,5002.0,2103.0,15.0,12.0,3.0,2015-11-13,2015-11-04,2015-11-04,35.9,10.0,0.27292,1.832490907,0.50012341833844,1.0,0.50012341833844,0.27292,0.0,2015
30603.0,1.0,1968.0,1.0,1.0,8100.0,4.0,1.0,1968.0,2.0,1.0,1.0,1.0,2.0,5.0,60.0,4.0,1.0,,,,,,,,,,,,,3.0,3.0,4.0,50.0,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,50.0,7.0,13.0,60.0,5.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,8.0,5.0,60.0,5.0,17.0,4.0,50.0,7.0,7.0,0.0,6.0,0.0,10.0,10.0,7.0,99.0,99.0,10.0,2.0,10.0,2.0,1.0,1.0,,,,,,1.0,2.0,,,2.0,2.0,,,1.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,50.0,7.0,2.0,2.0,,,2.0,2.0,4.0,3.0,6.0,7.0,1.0,10.0,3.0,6.0,7.0,99.0,99.0,3.0,8.0,7.0,0.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1968.0,4.0,1.0,2.0,8100.0,1.0,,,6.0,,13.0,,,8.0,,,4.0,,,,,,2421.0,,,2419.0,,,32403024.0,,,52303.0,,,523.0,,,7.0,13.0,2.0,,4.0,28.0,32403024.0,2421.0,2419.0,523.0,52303.0,,,1.0,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,15.0,1.0,2.0,1.0,1.0,2.0,246.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,351.0,219.0,7.0,6.0,1.0,2015-10-29,2015-10-29,2015-10-29,22.666666666666668,0.0,1.79216,0.674671563,1.20911938834608,1.139190028,1.3774167498653138,2.04161080058048,1.0,2015
35104.0,2.0,1977.0,2.0,2.0,8100.0,4.0,2.0,1977.0,4.0,3.0,3.0,0.0,96.0,,,4.0,1.0,,,,,,,,,,,,,1.0,,96.0,40.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,29.0,10.0,2.0,997.0,997.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,8.0,40.0,1.0,6.0,8.0,40.0,1.0,5.0,8.0,6.0,4.0,2.0,2.0,4.0,,,998.0,9.0,998.0,9.0,1.0,1.0,,,,,,1.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,,,2.0,3.0,4.0,6.0,5.0,7.0,3.0,8.0,2.0,2.0,5.0,,,4.0,6.0,7.0,5.0,2.0,5.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1980.0,4.0,1.0,2.0,8100.0,1.0,,,2.0,3.0,5.0,10.0,,3.0,6.0,,3.0,2.0,,1.0,1.0,,5222.0,,,5220.0,,,31102125.0,,,51102.0,,,511.0,,,2.0,5.0,2.0,,3.0,-1.0,31102125.0,5222.0,5220.0,511.0,51102.0,1.0,2.0,2.0,10.0,1.0,2.0,-1.0,,,,,,1.0,5.0,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,6.0,1.0,2.0,1.0,1.0,4.0,400.0,6.0,1.0,7.0,1.0,2.0,4.0,3.0,0.0,5.0,0.0,1201.0,401.0,14.0,4.0,1.0,2015-11-23,2015-11-05,2015-11-05,22.9,5.0,0.33351,0.674671563,0.22500971297612998,1.176185165,0.26465308638343205,0.3922695143791499,1.0,2015
23683.0,1.0,1968.0,2.0,2.0,8100.0,2.0,2.0,1968.0,22.0,4.0,2.0,1.0,22.0,9.0,998.0,3.0,0.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,998.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,10.0,998.0,9.0,6.0,8.0,998.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,99.0,99.0,502.0,9.0,20.0,4.0,1.0,3.0,,,,,,2.0,2.0,,,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,2.0,4.0,5.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,9.0,99.0,99.0,5.0,0.0,3.0,0.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,8.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,8.0,3.0,2.0,1.0,1.0,1990.0,2.0,1.0,,8100.0,2.0,8100.0,8207.0,2.0,7.0,7.0,98.0,,4.0,,,3.0,3.0,,1.0,2.0,,5223.0,3300.0,,5220.0,3400.0,,31102027.0,33202005.0,,51102.0,72102.0,,511.0,721.0,,2.0,7.0,2.0,,3.0,-1.0,31102027.0,5223.0,5220.0,511.0,51102.0,1.0,9.0,2.0,98.0,1.0,3.0,-1.0,33202005.0,3300.0,3400.0,721.0,72102.0,2.0,7.0,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,98.0,2.0,2.0,2.0,2.0,22.0,2221.0,1.0,2.0,5.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2208.0,2.0,9.0,2.0,2015-10-19,2015-10-19,2015-10-19,38.11666666666667,0.0,2.1754,1.832490907,3.9864007190877997,1.0,3.9864007190877997,2.1754,0.0,2015
